"time (s)","wave_55()"
3.225E-8,0.09453
3.225E-8,0.09453
3.225E-8,0.09453
3.226E-8,0.09453
3.226E-8,0.09453
3.227E-8,0.09453
3.229E-8,0.09453
3.229E-8,0.09453
3.229E-8,0.09453
3.229E-8,0.09453
3.229E-8,0.09453
3.229E-8,0.09453
3.229E-8,0.09453
3.23E-8,0.09453
3.231E-8,0.09453
3.232E-8,0.09453
3.232E-8,0.09453
3.232E-8,0.09453
3.232E-8,0.09453
3.233E-8,0.09453
3.233E-8,0.09453
3.234E-8,0.09453
3.236E-8,0.09453
3.236E-8,0.09453
3.236E-8,0.09453
3.236E-8,0.09453
3.236E-8,0.09453
3.236E-8,0.09453
3.236E-8,0.09453
3.237E-8,0.09453
3.238E-8,0.09453
3.239E-8,0.09453
3.239E-8,0.09453
3.239E-8,0.09453
3.24E-8,0.09453
3.24E-8,0.09453
3.24E-8,0.09453
3.242E-8,0.09453
3.243E-8,0.09453
3.243E-8,0.09453
3.243E-8,0.09453
3.243E-8,0.09453
3.243E-8,0.09453
3.243E-8,0.09453
3.243E-8,0.09453
3.244E-8,0.09453
3.245E-8,0.09453
3.246E-8,0.09453
3.246E-8,0.09453
3.247E-8,0.09453
3.247E-8,0.09453
3.247E-8,0.09453
3.248E-8,0.09453
3.249E-8,0.09453
3.25E-8,0.09453
3.25E-8,0.09453
3.25E-8,0.09453
3.25E-8,0.09453
3.25E-8,0.09453
3.25E-8,0.09453
3.251E-8,0.09453
3.251E-8,0.09453
3.252E-8,0.09453
3.254E-8,0.09453
3.254E-8,0.09453
3.254E-8,0.09453
3.254E-8,0.09453
3.254E-8,0.09453
3.255E-8,0.09453
3.256E-8,0.09453
3.257E-8,0.09453
3.257E-8,0.09453
3.257E-8,0.09453
3.257E-8,0.09453
3.257E-8,0.09453
3.257E-8,0.09453
3.258E-8,0.09453
3.258E-8,0.09453
3.259E-8,0.09453
3.261E-8,0.09453
3.261E-8,0.09453
3.261E-8,0.09453
3.261E-8,0.09453
3.261E-8,0.09453
3.262E-8,0.09453
3.263E-8,0.09453
3.264E-8,0.09453
3.264E-8,0.09453
3.264E-8,0.09453
3.264E-8,0.09453
3.264E-8,0.09453
3.265E-8,0.09453
3.265E-8,0.09453
3.265E-8,0.09453
3.267E-8,0.09453
3.268E-8,0.09453
3.268E-8,0.09453
3.268E-8,0.09453
3.268E-8,0.09453
3.268E-8,0.09453
3.269E-8,0.09453
3.27E-8,0.09453
3.271E-8,0.09453
3.271E-8,0.09453
3.271E-8,0.09453
3.271E-8,0.09453
3.272E-8,0.09453
3.272E-8,0.09453
3.272E-8,0.09453
3.273E-8,0.09453
3.274E-8,0.09453
3.275E-8,0.09453
3.275E-8,0.09453
3.275E-8,0.09453
3.275E-8,0.09453
3.276E-8,0.09453
3.276E-8,0.09453
3.277E-8,0.09453
3.279E-8,0.09453
3.279E-8,0.09453
3.279E-8,0.09453
3.279E-8,0.09453
3.279E-8,0.09453
3.279E-8,0.09453
3.279E-8,0.09453
3.280E-8,0.09453
3.281E-8,0.09453
3.282E-8,0.09453
3.282E-8,0.09453
3.282E-8,0.09453
3.282E-8,0.09453
3.283E-8,0.09453
3.283E-8,0.09453
3.284E-8,0.09453
3.286E-8,0.09453
3.286E-8,0.09453
3.286E-8,0.09453
3.286E-8,0.09453
3.286E-8,0.09453
3.286E-8,0.09453
3.286E-8,0.09453
3.287E-8,0.09453
3.288E-8,0.09453
3.289E-8,0.09453
3.289E-8,0.09453
3.289E-8,0.09453
3.29E-8,0.09453
3.29E-8,0.09453
3.29E-8,0.09453
3.292E-8,0.09453
3.293E-8,0.09453
3.293E-8,0.09453
3.293E-8,0.09453
3.293E-8,0.09453
3.293E-8,0.09453
3.293E-8,0.09453
3.293E-8,0.09453
3.294E-8,0.09453
3.295E-8,0.09453
3.296E-8,0.09453
3.296E-8,0.09453
3.297E-8,0.09453
3.297E-8,0.09453
3.297E-8,0.09453
3.298E-8,0.09453
3.299E-8,0.09453
3.300E-8,0.09453
3.300E-8,0.09453
3.300E-8,0.09453
3.300E-8,0.09453
3.300E-8,0.09453
3.300E-8,0.09453
3.301E-8,0.09453
3.301E-8,0.09453
3.302E-8,0.09453
3.304E-8,0.09453
3.304E-8,0.09453
3.304E-8,0.09453
3.304E-8,0.09453
3.304E-8,0.09453
3.305E-8,0.09453
3.306E-8,0.09453
3.307E-8,0.09453
3.307E-8,0.09453
3.307E-8,0.09453
3.307E-8,0.09453
3.307E-8,0.09453
3.307E-8,0.09453
3.308E-8,0.09453
3.308E-8,0.09453
3.309E-8,0.09453
3.311E-8,0.09453
3.311E-8,0.09453
3.311E-8,0.09453
3.311E-8,0.09453
3.311E-8,0.09453
3.312E-8,0.09453
3.313E-8,0.09453
3.314E-8,0.09453
3.314E-8,0.09453
3.314E-8,0.09453
3.314E-8,0.09453
3.314E-8,0.09453
3.315E-8,0.09453
3.315E-8,0.09453
3.315E-8,0.09453
3.317E-8,0.09453
3.318E-8,0.09453
3.318E-8,0.09453
3.318E-8,0.09453
3.318E-8,0.09453
3.318E-8,0.09453
3.319E-8,0.09453
3.320E-8,0.09453
3.321E-8,0.09453
3.321E-8,0.09453
3.321E-8,0.09453
3.321E-8,0.09453
3.322E-8,0.09453
3.322E-8,0.09453
3.322E-8,0.09553
3.322E-8,0.09668
3.323E-8,0.09668
3.324E-8,0.09668
3.325E-8,0.09668
3.325E-8,0.09668
3.325E-8,0.09668
3.325E-8,0.09668
3.326E-8,0.09668
3.326E-8,0.09668
3.327E-8,0.09668
3.329E-8,0.09668
3.329E-8,0.09668
3.329E-8,0.09668
3.329E-8,0.09668
3.329E-8,0.09668
3.329E-8,0.09668
3.329E-8,0.09768
3.329E-8,0.09883
3.33E-8,0.09883
3.331E-8,0.09883
3.332E-8,0.09883
3.332E-8,0.09883
3.332E-8,0.09883
3.332E-8,0.09883
3.333E-8,0.09883
3.333E-8,0.09883
3.334E-8,0.09883
3.336E-8,0.09883
3.336E-8,0.09883
3.336E-8,0.09883
3.336E-8,0.09883
3.336E-8,0.09883
3.336E-8,0.09883
3.336E-8,0.09883
3.337E-8,0.09883
3.338E-8,0.09883
3.339E-8,0.09883
3.339E-8,0.09883
3.339E-8,0.09883
3.34E-8,0.09883
3.34E-8,0.09883
3.34E-8,0.09883
3.342E-8,0.09883
3.343E-8,0.09883
3.343E-8,0.09883
3.343E-8,0.09883
3.343E-8,0.09883
3.343E-8,0.09883
3.343E-8,0.09883
3.343E-8,0.09883
3.344E-8,0.09883
3.345E-8,0.09883
3.346E-8,0.09883
3.346E-8,0.09883
3.347E-8,0.09883
3.347E-8,0.09883
3.347E-8,0.09883
3.348E-8,0.09883
3.349E-8,0.09883
3.35E-8,0.09883
3.35E-8,0.09883
3.35E-8,0.09883
3.35E-8,0.09883
3.35E-8,0.09883
3.35E-8,0.09883
3.351E-8,0.09883
3.351E-8,0.09883
3.352E-8,0.09883
3.354E-8,0.09883
3.354E-8,0.09883
3.354E-8,0.09883
3.354E-8,0.09883
3.354E-8,0.09883
3.355E-8,0.09883
3.356E-8,0.09883
3.357E-8,0.09883
3.357E-8,0.09883
3.357E-8,0.09883
3.357E-8,0.09883
3.357E-8,0.09883
3.357E-8,0.09883
3.358E-8,0.09883
3.358E-8,0.09883
3.359E-8,0.09883
3.361E-8,0.09883
3.361E-8,0.09883
3.361E-8,0.09883
3.361E-8,0.09883
3.361E-8,0.09883
3.362E-8,0.09883
3.363E-8,0.09883
3.364E-8,0.09883
3.364E-8,0.09883
3.364E-8,0.09883
3.364E-8,0.09883
3.364E-8,0.09883
3.365E-8,0.09883
3.365E-8,0.09883
3.365E-8,0.09883
3.367E-8,0.09883
3.368E-8,0.09883
3.368E-8,0.09883
3.368E-8,0.09883
3.368E-8,0.09883
3.368E-8,0.09883
3.369E-8,0.09883
3.37E-8,0.09883
3.371E-8,0.09883
3.371E-8,0.09883
3.371E-8,0.09883
3.371E-8,0.09883
3.372E-8,0.09883
3.372E-8,0.09883
3.372E-8,0.09883
3.373E-8,0.09883
3.374E-8,0.09883
3.375E-8,0.09883
3.375E-8,0.09883
3.375E-8,0.09883
3.375E-8,0.09883
3.376E-8,0.09883
3.376E-8,0.09883
3.377E-8,0.09883
3.379E-8,0.09883
3.379E-8,0.09883
3.379E-8,0.09883
3.379E-8,0.09883
3.379E-8,0.09883
3.379E-8,0.09883
3.379E-8,0.09883
3.38E-8,0.09883
3.381E-8,0.09883
3.382E-8,0.09883
3.382E-8,0.09883
3.382E-8,0.09883
3.382E-8,0.09883
3.383E-8,0.09883
3.383E-8,0.09883
3.384E-8,0.09883
3.386E-8,0.09883
3.386E-8,0.09883
3.386E-8,0.09883
3.386E-8,0.09883
3.386E-8,0.09883
3.386E-8,0.09883
3.386E-8,0.09883
3.387E-8,0.09883
3.388E-8,0.09883
3.389E-8,0.09883
3.389E-8,0.09883
3.389E-8,0.09883
3.39E-8,0.09883
3.39E-8,0.09883
3.39E-8,0.09883
3.392E-8,0.09883
3.393E-8,0.09883
3.393E-8,0.09883
3.393E-8,0.09883
3.393E-8,0.09883
3.393E-8,0.09883
3.393E-8,0.09883
3.393E-8,0.09883
3.394E-8,0.09883
3.395E-8,0.09883
3.396E-8,0.09883
3.396E-8,0.09883
3.397E-8,0.09883
3.397E-8,0.09883
3.397E-8,0.09883
3.398E-8,0.09883
3.399E-8,0.09883
3.4E-8,0.09883
3.4E-8,0.09883
3.4E-8,0.09883
3.4E-8,0.09883
3.4E-8,0.09883
3.4E-8,0.09883
3.401E-8,0.09883
3.401E-8,0.09883
3.402E-8,0.09883
3.404E-8,0.09883
3.404E-8,0.09883
3.404E-8,0.09883
3.404E-8,0.09883
3.404E-8,0.09883
3.405E-8,0.09883
3.406E-8,0.09883
3.407E-8,0.09883
3.407E-8,0.09883
3.407E-8,0.09883
3.407E-8,0.09883
3.407E-8,0.09883
3.407E-8,0.09883
3.408E-8,0.09883
3.408E-8,0.09883
3.409E-8,0.09883
3.411E-8,0.09883
3.411E-8,0.09883
3.411E-8,0.09883
3.411E-8,0.09883
3.411E-8,0.09883
3.412E-8,0.09883
3.413E-8,0.09883
3.414E-8,0.09883
3.414E-8,0.09883
3.414E-8,0.09883
3.414E-8,0.09883
3.414E-8,0.09883
3.415E-8,0.09883
3.415E-8,0.09883
3.415E-8,0.09883
3.417E-8,0.09883
3.418E-8,0.09883
3.418E-8,0.09883
3.418E-8,0.09883
3.418E-8,0.09883
3.418E-8,0.09883
3.419E-8,0.09883
3.42E-8,0.09883
3.421E-8,0.09883
3.421E-8,0.09883
3.421E-8,0.09883
3.421E-8,0.09883
3.422E-8,0.09883
3.422E-8,0.09883
3.422E-8,0.09883
3.423E-8,0.09883
3.424E-8,0.09883
3.425E-8,0.09883
3.425E-8,0.09883
3.425E-8,0.09883
3.425E-8,0.09883
3.426E-8,0.09883
3.426E-8,0.09883
3.427E-8,0.09883
3.429E-8,0.09883
3.429E-8,0.09883
3.429E-8,0.09883
3.429E-8,0.09883
3.429E-8,0.09883
3.429E-8,0.09883
3.429E-8,0.09883
3.43E-8,0.09883
3.431E-8,0.09883
3.432E-8,0.09883
3.432E-8,0.09883
3.432E-8,0.09883
3.432E-8,0.09883
3.433E-8,0.09883
3.433E-8,0.09883
3.434E-8,0.09883
3.436E-8,0.09883
3.436E-8,0.09883
3.436E-8,0.09883
3.436E-8,0.09883
3.436E-8,0.09883
3.436E-8,0.09883
3.436E-8,0.09883
3.437E-8,0.09883
3.438E-8,0.09883
3.439E-8,0.09883
3.439E-8,0.09883
3.439E-8,0.09883
3.44E-8,0.09883
3.44E-8,0.09883
3.44E-8,0.09883
3.442E-8,0.09883
3.443E-8,0.09883
3.443E-8,0.09883
3.443E-8,0.09883
3.443E-8,0.09883
3.443E-8,0.09883
3.443E-8,0.09883
3.443E-8,0.09883
3.444E-8,0.09883
3.445E-8,0.09883
3.446E-8,0.09883
3.446E-8,0.09883
3.447E-8,0.09883
3.447E-8,0.09883
3.447E-8,0.09883
3.448E-8,0.09883
3.449E-8,0.09883
3.45E-8,0.09883
3.45E-8,0.09883
3.45E-8,0.09883
3.45E-8,0.09883
3.45E-8,0.09883
3.45E-8,0.09883
3.451E-8,0.09883
3.451E-8,0.09883
3.452E-8,0.09883
3.454E-8,0.09883
3.454E-8,0.09883
3.454E-8,0.09883
3.454E-8,0.09883
3.454E-8,0.09883
3.455E-8,0.09883
3.456E-8,0.09883
3.457E-8,0.09883
3.457E-8,0.09883
3.457E-8,0.09883
3.457E-8,0.09883
3.457E-8,0.09883
3.457E-8,0.09883
3.458E-8,0.09883
3.458E-8,0.09883
3.459E-8,0.09883
3.461E-8,0.09883
3.461E-8,0.09883
3.461E-8,0.09883
3.461E-8,0.09883
3.461E-8,0.09883
3.462E-8,0.09883
3.463E-8,0.09883
3.464E-8,0.09883
3.464E-8,0.09883
3.464E-8,0.09883
3.464E-8,0.09883
3.464E-8,0.09883
3.465E-8,0.09883
3.465E-8,0.09983
3.465E-8,0.1010
3.466E-8,0.1010
3.467E-8,0.1010
3.468E-8,0.1010
3.468E-8,0.1010
3.468E-8,0.1010
3.468E-8,0.1010
3.468E-8,0.1010
3.469E-8,0.1010
3.47E-8,0.1010
3.471E-8,0.1010
3.471E-8,0.1010
3.471E-8,0.1010
3.471E-8,0.1010
3.472E-8,0.1010
3.472E-8,0.1010
3.472E-8,0.1020
3.472E-8,0.1031
3.473E-8,0.1031
3.474E-8,0.1031
3.475E-8,0.1031
3.475E-8,0.1031
3.475E-8,0.1031
3.475E-8,0.1031
3.476E-8,0.1031
3.476E-8,0.1031
3.477E-8,0.1031
3.479E-8,0.1031
3.479E-8,0.1031
3.479E-8,0.1031
3.479E-8,0.1031
3.479E-8,0.1031
3.479E-8,0.1031
3.479E-8,0.1031
3.48E-8,0.1031
3.481E-8,0.1031
3.482E-8,0.1031
3.482E-8,0.1031
3.482E-8,0.1031
3.482E-8,0.1031
3.483E-8,0.1031
3.483E-8,0.1031
3.484E-8,0.1031
3.486E-8,0.1031
3.486E-8,0.1031
3.486E-8,0.1031
3.486E-8,0.1031
3.486E-8,0.1031
3.486E-8,0.1031
3.486E-8,0.1031
3.487E-8,0.1031
3.488E-8,0.1031
3.489E-8,0.1031
3.489E-8,0.1031
3.489E-8,0.1031
3.49E-8,0.1031
3.49E-8,0.1031
3.49E-8,0.1031
3.492E-8,0.1031
3.493E-8,0.1031
3.493E-8,0.1031
3.493E-8,0.1031
3.493E-8,0.1031
3.493E-8,0.1031
3.493E-8,0.1031
3.493E-8,0.1031
3.494E-8,0.1031
3.495E-8,0.1031
3.496E-8,0.1031
3.496E-8,0.1031
3.497E-8,0.1031
3.497E-8,0.1031
3.497E-8,0.1031
3.498E-8,0.1031
3.499E-8,0.1031
3.5E-8,0.1031
3.5E-8,0.1031
3.5E-8,0.1031
3.5E-8,0.1031
3.5E-8,0.1031
3.5E-8,0.1031
3.501E-8,0.1031
3.501E-8,0.1031
3.502E-8,0.1031
3.504E-8,0.1031
3.504E-8,0.1031
3.504E-8,0.1031
3.504E-8,0.1031
3.504E-8,0.1031
3.505E-8,0.1031
3.506E-8,0.1031
3.507E-8,0.1031
3.507E-8,0.1031
3.507E-8,0.1031
3.507E-8,0.1031
3.507E-8,0.1031
3.507E-8,0.1031
3.508E-8,0.1031
3.508E-8,0.1031
3.509E-8,0.1031
3.511E-8,0.1031
3.511E-8,0.1031
3.511E-8,0.1031
3.511E-8,0.1031
3.511E-8,0.1031
3.512E-8,0.1031
3.513E-8,0.1031
3.514E-8,0.1031
3.514E-8,0.1031
3.514E-8,0.1031
3.514E-8,0.1031
3.514E-8,0.1031
3.515E-8,0.1031
3.515E-8,0.1031
3.515E-8,0.1031
3.517E-8,0.1031
3.518E-8,0.1031
3.518E-8,0.1031
3.518E-8,0.1031
3.518E-8,0.1031
3.518E-8,0.1031
3.519E-8,0.1031
3.52E-8,0.1031
3.521E-8,0.1031
3.521E-8,0.1031
3.521E-8,0.1031
3.521E-8,0.1031
3.522E-8,0.1031
3.522E-8,0.1031
3.522E-8,0.1031
3.523E-8,0.1031
3.524E-8,0.1031
3.525E-8,0.1031
3.525E-8,0.1031
3.525E-8,0.1031
3.525E-8,0.1031
3.526E-8,0.1031
3.526E-8,0.1031
3.527E-8,0.1031
3.529E-8,0.1031
3.529E-8,0.1031
3.529E-8,0.1031
3.529E-8,0.1031
3.529E-8,0.1031
3.529E-8,0.1031
3.529E-8,0.1031
3.530E-8,0.1031
3.531E-8,0.1031
3.532E-8,0.1031
3.532E-8,0.1031
3.532E-8,0.1031
3.532E-8,0.1031
3.533E-8,0.1031
3.533E-8,0.1031
3.534E-8,0.1031
3.536E-8,0.1031
3.536E-8,0.1031
3.536E-8,0.1031
3.536E-8,0.1031
3.536E-8,0.1031
3.536E-8,0.1031
3.536E-8,0.1031
3.537E-8,0.1031
3.538E-8,0.1031
3.539E-8,0.1031
3.539E-8,0.1031
3.539E-8,0.1031
3.54E-8,0.1031
3.54E-8,0.1031
3.54E-8,0.1031
3.542E-8,0.1031
3.543E-8,0.1031
3.543E-8,0.1031
3.543E-8,0.1031
3.543E-8,0.1031
3.543E-8,0.1031
3.543E-8,0.1031
3.543E-8,0.1031
3.544E-8,0.1031
3.545E-8,0.1031
3.546E-8,0.1031
3.546E-8,0.1031
3.547E-8,0.1031
3.547E-8,0.1031
3.547E-8,0.1031
3.548E-8,0.1031
3.549E-8,0.1031
3.550E-8,0.1031
3.550E-8,0.1031
3.550E-8,0.1031
3.550E-8,0.1031
3.550E-8,0.1031
3.550E-8,0.1031
3.551E-8,0.1031
3.551E-8,0.1031
3.552E-8,0.1031
3.554E-8,0.1031
3.554E-8,0.1031
3.554E-8,0.1031
3.554E-8,0.1031
3.554E-8,0.1031
3.555E-8,0.1031
3.556E-8,0.1031
3.557E-8,0.1031
3.557E-8,0.1031
3.557E-8,0.1031
3.557E-8,0.1031
3.557E-8,0.1031
3.557E-8,0.1031
3.558E-8,0.1031
3.558E-8,0.1031
3.559E-8,0.1031
3.561E-8,0.1031
3.561E-8,0.1031
3.561E-8,0.1031
3.561E-8,0.1031
3.561E-8,0.1031
3.562E-8,0.1031
3.563E-8,0.1031
3.564E-8,0.1031
3.564E-8,0.1031
3.564E-8,0.1031
3.564E-8,0.1031
3.564E-8,0.1031
3.565E-8,0.1031
3.565E-8,0.1031
3.565E-8,0.1031
3.567E-8,0.1031
3.568E-8,0.1031
3.568E-8,0.1031
3.568E-8,0.1031
3.568E-8,0.1031
3.568E-8,0.1031
3.569E-8,0.1031
3.570E-8,0.1031
3.571E-8,0.1031
3.571E-8,0.1031
3.571E-8,0.1031
3.571E-8,0.1031
3.572E-8,0.1031
3.572E-8,0.1031
3.572E-8,0.1031
3.573E-8,0.1031
3.574E-8,0.1031
3.575E-8,0.1031
3.575E-8,0.1031
3.575E-8,0.1031
3.575E-8,0.1031
3.576E-8,0.1031
3.576E-8,0.1031
3.577E-8,0.1031
3.579E-8,0.1031
3.579E-8,0.1031
3.579E-8,0.1031
3.579E-8,0.1031
3.579E-8,0.1031
3.579E-8,0.1031
3.579E-8,0.1031
3.58E-8,0.1031
3.581E-8,0.1031
3.582E-8,0.1031
3.582E-8,0.1031
3.582E-8,0.1031
3.582E-8,0.1031
3.583E-8,0.1031
3.583E-8,0.1031
3.584E-8,0.1031
3.586E-8,0.1031
3.586E-8,0.1031
3.586E-8,0.1031
3.586E-8,0.1031
3.586E-8,0.1031
3.586E-8,0.1031
3.586E-8,0.1031
3.587E-8,0.1031
3.588E-8,0.1031
3.589E-8,0.1031
3.589E-8,0.1031
3.589E-8,0.1031
3.59E-8,0.1031
3.59E-8,0.1031
3.59E-8,0.1031
3.592E-8,0.1031
3.593E-8,0.1031
3.593E-8,0.1031
3.593E-8,0.1031
3.593E-8,0.1031
3.593E-8,0.1031
3.593E-8,0.1031
3.593E-8,0.1031
3.594E-8,0.1031
3.595E-8,0.1031
3.596E-8,0.1031
3.596E-8,0.1031
3.597E-8,0.1031
3.597E-8,0.1031
3.597E-8,0.1031
3.598E-8,0.1031
3.599E-8,0.1031
3.6E-8,0.1031
3.6E-8,0.1031
3.6E-8,0.1031
3.6E-8,0.1031
3.6E-8,0.1031
3.6E-8,0.1031
3.601E-8,0.1031
3.601E-8,0.1031
3.602E-8,0.1031
3.604E-8,0.1031
3.604E-8,0.1031
3.604E-8,0.1031
3.604E-8,0.1031
3.604E-8,0.1031
3.605E-8,0.1031
3.606E-8,0.1031
3.607E-8,0.1031
3.607E-8,0.1031
3.607E-8,0.1031
3.607E-8,0.1031
3.607E-8,0.1031
3.607E-8,0.1031
3.608E-8,0.1041
3.608E-8,0.1053
3.608E-8,0.1053
3.61E-8,0.1053
3.611E-8,0.1053
3.611E-8,0.1053
3.611E-8,0.1053
3.611E-8,0.1053
3.611E-8,0.1053
3.612E-8,0.1053
3.613E-8,0.1053
3.614E-8,0.1053
3.614E-8,0.1053
3.614E-8,0.1053
3.614E-8,0.1053
3.614E-8,0.1053
3.615E-8,0.1053
3.615E-8,0.1063
3.615E-8,0.1074
3.616E-8,0.1074
3.617E-8,0.1074
3.618E-8,0.1074
3.618E-8,0.1074
3.618E-8,0.1074
3.618E-8,0.1074
3.618E-8,0.1074
3.619E-8,0.1074
3.62E-8,0.1074
3.621E-8,0.1074
3.621E-8,0.1074
3.621E-8,0.1074
3.621E-8,0.1074
3.622E-8,0.1074
3.622E-8,0.1074
3.622E-8,0.1074
3.623E-8,0.1074
3.624E-8,0.1074
3.625E-8,0.1074
3.625E-8,0.1074
3.625E-8,0.1074
3.625E-8,0.1074
3.626E-8,0.1074
3.626E-8,0.1074
3.627E-8,0.1074
3.629E-8,0.1074
3.629E-8,0.1074
3.629E-8,0.1074
3.629E-8,0.1074
3.629E-8,0.1074
3.629E-8,0.1074
3.629E-8,0.1074
3.63E-8,0.1074
3.631E-8,0.1074
3.632E-8,0.1074
3.632E-8,0.1074
3.632E-8,0.1074
3.632E-8,0.1074
3.633E-8,0.1074
3.633E-8,0.1074
3.634E-8,0.1074
3.636E-8,0.1074
3.636E-8,0.1074
3.636E-8,0.1074
3.636E-8,0.1074
3.636E-8,0.1074
3.636E-8,0.1074
3.636E-8,0.1074
3.637E-8,0.1074
3.638E-8,0.1074
3.639E-8,0.1074
3.639E-8,0.1074
3.639E-8,0.1074
3.64E-8,0.1074
3.64E-8,0.1074
3.64E-8,0.1074
3.642E-8,0.1074
3.643E-8,0.1074
3.643E-8,0.1074
3.643E-8,0.1074
3.643E-8,0.1074
3.643E-8,0.1074
3.643E-8,0.1074
3.643E-8,0.1074
3.644E-8,0.1074
3.645E-8,0.1074
3.646E-8,0.1074
3.646E-8,0.1074
3.647E-8,0.1074
3.647E-8,0.1074
3.647E-8,0.1074
3.648E-8,0.1074
3.649E-8,0.1074
3.65E-8,0.1074
3.65E-8,0.1074
3.65E-8,0.1074
3.65E-8,0.1074
3.65E-8,0.1074
3.65E-8,0.1074
3.651E-8,0.1074
3.651E-8,0.1074
3.652E-8,0.1074
3.654E-8,0.1074
3.654E-8,0.1074
3.654E-8,0.1074
3.654E-8,0.1074
3.654E-8,0.1074
3.655E-8,0.1074
3.656E-8,0.1074
3.657E-8,0.1074
3.657E-8,0.1074
3.657E-8,0.1074
3.657E-8,0.1074
3.657E-8,0.1074
3.657E-8,0.1074
3.658E-8,0.1074
3.658E-8,0.1074
3.659E-8,0.1074
3.661E-8,0.1074
3.661E-8,0.1074
3.661E-8,0.1074
3.661E-8,0.1074
3.661E-8,0.1074
3.662E-8,0.1074
3.663E-8,0.1074
3.664E-8,0.1074
3.664E-8,0.1074
3.664E-8,0.1074
3.664E-8,0.1074
3.664E-8,0.1074
3.665E-8,0.1074
3.665E-8,0.1074
3.665E-8,0.1074
3.667E-8,0.1074
3.668E-8,0.1074
3.668E-8,0.1074
3.668E-8,0.1074
3.668E-8,0.1074
3.668E-8,0.1074
3.669E-8,0.1074
3.67E-8,0.1074
3.671E-8,0.1074
3.671E-8,0.1074
3.671E-8,0.1074
3.671E-8,0.1074
3.672E-8,0.1074
3.672E-8,0.1074
3.672E-8,0.1074
3.673E-8,0.1074
3.674E-8,0.1074
3.675E-8,0.1074
3.675E-8,0.1074
3.675E-8,0.1074
3.675E-8,0.1074
3.676E-8,0.1074
3.676E-8,0.1074
3.677E-8,0.1074
3.679E-8,0.1074
3.679E-8,0.1074
3.679E-8,0.1074
3.679E-8,0.1074
3.679E-8,0.1074
3.679E-8,0.1074
3.679E-8,0.1074
3.68E-8,0.1074
3.681E-8,0.1074
3.682E-8,0.1074
3.682E-8,0.1074
3.682E-8,0.1074
3.682E-8,0.1074
3.683E-8,0.1074
3.683E-8,0.1074
3.684E-8,0.1074
3.686E-8,0.1074
3.686E-8,0.1074
3.686E-8,0.1074
3.686E-8,0.1074
3.686E-8,0.1074
3.686E-8,0.1074
3.686E-8,0.1074
3.687E-8,0.1074
3.688E-8,0.1074
3.689E-8,0.1074
3.689E-8,0.1074
3.689E-8,0.1074
3.69E-8,0.1074
3.69E-8,0.1074
3.69E-8,0.1074
3.692E-8,0.1074
3.693E-8,0.1074
3.693E-8,0.1074
3.693E-8,0.1074
3.693E-8,0.1074
3.693E-8,0.1074
3.693E-8,0.1074
3.693E-8,0.1074
3.694E-8,0.1074
3.695E-8,0.1074
3.696E-8,0.1074
3.696E-8,0.1074
3.697E-8,0.1074
3.697E-8,0.1074
3.697E-8,0.1074
3.698E-8,0.1074
3.699E-8,0.1074
3.7E-8,0.1074
3.7E-8,0.1074
3.7E-8,0.1074
3.7E-8,0.1074
3.7E-8,0.1074
3.7E-8,0.1074
3.701E-8,0.1074
3.701E-8,0.1074
3.702E-8,0.1074
3.704E-8,0.1074
3.704E-8,0.1074
3.704E-8,0.1074
3.704E-8,0.1074
3.704E-8,0.1074
3.705E-8,0.1074
3.706E-8,0.1074
3.707E-8,0.1074
3.707E-8,0.1074
3.707E-8,0.1074
3.707E-8,0.1074
3.707E-8,0.1074
3.707E-8,0.1074
3.708E-8,0.1074
3.708E-8,0.1074
3.709E-8,0.1074
3.711E-8,0.1074
3.711E-8,0.1074
3.711E-8,0.1074
3.711E-8,0.1074
3.711E-8,0.1074
3.712E-8,0.1074
3.713E-8,0.1074
3.714E-8,0.1074
3.714E-8,0.1074
3.714E-8,0.1074
3.714E-8,0.1074
3.714E-8,0.1074
3.715E-8,0.1074
3.715E-8,0.1074
3.715E-8,0.1074
3.717E-8,0.1074
3.718E-8,0.1074
3.718E-8,0.1074
3.718E-8,0.1074
3.718E-8,0.1074
3.718E-8,0.1074
3.719E-8,0.1074
3.72E-8,0.1074
3.721E-8,0.1074
3.721E-8,0.1074
3.721E-8,0.1074
3.721E-8,0.1074
3.722E-8,0.1074
3.722E-8,0.1074
3.722E-8,0.1074
3.723E-8,0.1074
3.724E-8,0.1074
3.725E-8,0.1074
3.725E-8,0.1074
3.725E-8,0.1074
3.725E-8,0.1074
3.726E-8,0.1074
3.726E-8,0.1074
3.727E-8,0.1074
3.729E-8,0.1074
3.729E-8,0.1074
3.729E-8,0.1074
3.729E-8,0.1074
3.729E-8,0.1074
3.729E-8,0.1074
3.729E-8,0.1074
3.73E-8,0.1074
3.731E-8,0.1074
3.732E-8,0.1074
3.732E-8,0.1074
3.732E-8,0.1074
3.732E-8,0.1074
3.733E-8,0.1074
3.733E-8,0.1074
3.734E-8,0.1074
3.736E-8,0.1074
3.736E-8,0.1074
3.736E-8,0.1074
3.736E-8,0.1074
3.736E-8,0.1074
3.736E-8,0.1074
3.736E-8,0.1074
3.737E-8,0.1074
3.738E-8,0.1074
3.739E-8,0.1074
3.739E-8,0.1074
3.739E-8,0.1074
3.74E-8,0.1074
3.74E-8,0.1074
3.74E-8,0.1074
3.742E-8,0.1074
3.743E-8,0.1074
