"time (s)","(v "/in" ?resultsDir "/nfs/ug/homes-5/l/lizongh2/cmos65nm/simulation/a6_1/spectre/schematic" ?result "tran-tran") (V)"
8.751E-9,0.1614
8.753E-9,0.1618
8.756E-9,0.1625
8.761E-9,0.1639
8.773E-9,0.1667
8.796E-9,0.1724
8.826E-9,0.1802
8.857E-9,0.1881
8.857E-9,0.1882
8.857E-9,0.1882
8.858E-9,0.1883
8.859E-9,0.1885
8.86E-9,0.1889
8.862E-9,0.1895
8.865E-9,0.1902
8.870E-9,0.1916
8.881E-9,0.1944
8.893E-9,0.1976
8.894E-9,0.1977
8.894E-9,0.1979
8.896E-9,0.1983
8.899E-9,0.1990
8.904E-9,0.2006
8.916E-9,0.2036
8.939E-9,0.2098
8.969E-9,0.2182
9.0E-9,0.2267
9.0E-9,0.2268
9.0E-9,0.2268
9.001E-9,0.2269
9.001E-9,0.2271
9.003E-9,0.2275
9.005E-9,0.2282
9.008E-9,0.2289
9.013E-9,0.2304
9.024E-9,0.2334
9.036E-9,0.2369
9.036E-9,0.2370
9.037E-9,0.2372
9.039E-9,0.2376
9.041E-9,0.2384
9.047E-9,0.2400
9.059E-9,0.2433
9.081E-9,0.2499
9.112E-9,0.2588
9.143E-9,0.2679
9.143E-9,0.2680
9.143E-9,0.2680
9.144E-9,0.2681
9.144E-9,0.2683
9.146E-9,0.2688
9.148E-9,0.2694
9.151E-9,0.2702
9.156E-9,0.2718
9.167E-9,0.2750
9.179E-9,0.2787
9.179E-9,0.2788
9.18E-9,0.2790
9.181E-9,0.2794
9.184E-9,0.2803
9.19E-9,0.2820
9.201E-9,0.2855
9.224E-9,0.2924
9.255E-9,0.3018
9.286E-9,0.3114
9.286E-9,0.3114
9.286E-9,0.3115
9.286E-9,0.3116
9.287E-9,0.3118
9.289E-9,0.3123
9.291E-9,0.3130
9.294E-9,0.3138
9.299E-9,0.3155
9.31E-9,0.3188
9.322E-9,0.3227
9.322E-9,0.3228
9.323E-9,0.3230
9.324E-9,0.3234
9.327E-9,0.3243
9.333E-9,0.3261
9.344E-9,0.3298
9.367E-9,0.3370
9.398E-9,0.3468
9.429E-9,0.3567
9.429E-9,0.3568
9.429E-9,0.3569
9.429E-9,0.3570
9.43E-9,0.3572
9.431E-9,0.3577
9.434E-9,0.3584
9.436E-9,0.3593
9.442E-9,0.3610
9.452E-9,0.3645
9.465E-9,0.3685
9.465E-9,0.3686
9.466E-9,0.3688
9.467E-9,0.3693
9.47E-9,0.3702
9.476E-9,0.3721
9.487E-9,0.3758
9.51E-9,0.3833
9.541E-9,0.3935
9.571E-9,0.4037
9.572E-9,0.4037
9.572E-9,0.4038
9.572E-9,0.4039
9.573E-9,0.4042
9.574E-9,0.4046
9.577E-9,0.4054
9.579E-9,0.4063
9.585E-9,0.4081
9.595E-9,0.4117
9.607E-9,0.4157
9.608E-9,0.4159
9.609E-9,0.4161
9.61E-9,0.4166
9.613E-9,0.4175
9.619E-9,0.4194
9.63E-9,0.4233
9.653E-9,0.4310
9.684E-9,0.4414
9.714E-9,0.4518
9.714E-9,0.4519
9.715E-9,0.4519
9.715E-9,0.4520
9.716E-9,0.4523
9.717E-9,0.4528
9.719E-9,0.4536
9.722E-9,0.4545
9.727E-9,0.4563
9.738E-9,0.4599
9.75E-9,0.4641
9.751E-9,0.4642
9.751E-9,0.4644
9.753E-9,0.4649
9.756E-9,0.4659
9.761E-9,0.4679
9.773E-9,0.4718
9.796E-9,0.4796
9.826E-9,0.4901
9.857E-9,0.5007
9.857E-9,0.5008
9.858E-9,0.5008
9.858E-9,0.5009
9.859E-9,0.5012
9.86E-9,0.5017
9.862E-9,0.5025
9.865E-9,0.5034
9.870E-9,0.5052
9.881E-9,0.5089
9.893E-9,0.5131
9.894E-9,0.5132
9.894E-9,0.5135
9.896E-9,0.5140
9.899E-9,0.5150
9.904E-9,0.5169
9.916E-9,0.5209
9.939E-9,0.5288
9.969E-9,0.5394
1.0E-8,0.5500
1.0E-8,0.5501
1.0E-8,0.5501
1.0E-8,0.5502
1.0E-8,0.5505
1.0E-8,0.5510
1.001E-8,0.5518
1.001E-8,0.5527
1.001E-8,0.5546
1.002E-8,0.5583
1.004E-8,0.5625
1.004E-8,0.5626
1.004E-8,0.5628
1.004E-8,0.5633
1.004E-8,0.5643
1.005E-8,0.5663
1.006E-8,0.5702
1.008E-8,0.5781
1.011E-8,0.5887
1.014E-8,0.5993
1.014E-8,0.5994
1.014E-8,0.5994
1.014E-8,0.5995
1.014E-8,0.5998
1.015E-8,0.6003
1.015E-8,0.6011
1.015E-8,0.6020
1.016E-8,0.6038
1.017E-8,0.6075
1.018E-8,0.6117
1.018E-8,0.6118
1.018E-8,0.6121
1.018E-8,0.6126
1.018E-8,0.6135
1.019E-8,0.6155
1.02E-8,0.6194
1.022E-8,0.6273
1.025E-8,0.6377
1.029E-8,0.6482
1.029E-8,0.6483
1.029E-8,0.6483
1.029E-8,0.6484
1.029E-8,0.6487
1.029E-8,0.6492
1.029E-8,0.6500
1.029E-8,0.6509
1.03E-8,0.6527
1.031E-8,0.6563
1.032E-8,0.6604
1.032E-8,0.6606
1.032E-8,0.6608
1.032E-8,0.6613
1.033E-8,0.6623
1.033E-8,0.6642
1.034E-8,0.6681
1.037E-8,0.6758
1.04E-8,0.6861
1.043E-8,0.6963
1.043E-8,0.6964
1.043E-8,0.6964
1.043E-8,0.6966
1.043E-8,0.6968
1.043E-8,0.6973
1.043E-8,0.6980
1.044E-8,0.6989
1.044E-8,0.7007
1.045E-8,0.7043
1.046E-8,0.7083
1.046E-8,0.7084
1.047E-8,0.7087
1.047E-8,0.7091
1.047E-8,0.7101
1.048E-8,0.7120
1.049E-8,0.7157
1.051E-8,0.7232
1.054E-8,0.7333
1.057E-8,0.7433
1.057E-8,0.7433
1.057E-8,0.7434
1.057E-8,0.7435
1.057E-8,0.7437
1.057E-8,0.7442
1.058E-8,0.7449
1.058E-8,0.7458
1.058E-8,0.7475
1.06E-8,0.7510
1.061E-8,0.7549
1.061E-8,0.7550
1.061E-8,0.7552
1.061E-8,0.7557
1.061E-8,0.7566
1.062E-8,0.7584
1.063E-8,0.7621
1.065E-8,0.7693
1.068E-8,0.7790
1.071E-8,0.7886
1.071E-8,0.7887
1.071E-8,0.7887
1.071E-8,0.7889
1.072E-8,0.7891
1.072E-8,0.7895
1.072E-8,0.7902
1.072E-8,0.7911
1.073E-8,0.7927
1.074E-8,0.7961
1.075E-8,0.7998
1.075E-8,0.7999
1.075E-8,0.8001
1.075E-8,0.8006
1.076E-8,0.8015
1.076E-8,0.8032
1.077E-8,0.8067
1.08E-8,0.8137
1.083E-8,0.8229
1.086E-8,0.8321
1.086E-8,0.8321
1.086E-8,0.8322
1.086E-8,0.8323
1.086E-8,0.8325
1.086E-8,0.8329
1.086E-8,0.8336
1.086E-8,0.8344
1.087E-8,0.8360
1.088E-8,0.8392
1.089E-8,0.8427
1.089E-8,0.8428
1.089E-8,0.8430
1.09E-8,0.8435
1.09E-8,0.8443
1.09E-8,0.8460
1.092E-8,0.8493
1.094E-8,0.8559
1.097E-8,0.8646
1.1E-8,0.8733
1.1E-8,0.8733
1.1E-8,0.8734
1.1E-8,0.8735
1.1E-8,0.8737
1.1E-8,0.8741
1.101E-8,0.8747
1.101E-8,0.8755
1.101E-8,0.8770
1.102E-8,0.8799
1.104E-8,0.8833
1.104E-8,0.8834
1.104E-8,0.8836
1.104E-8,0.8840
1.104E-8,0.8848
1.105E-8,0.8863
1.106E-8,0.8894
1.108E-8,0.8956
1.111E-8,0.9038
1.114E-8,0.9119
1.114E-8,0.9119
1.114E-8,0.9120
1.114E-8,0.9121
1.114E-8,0.9122
1.115E-8,0.9126
1.115E-8,0.9132
1.115E-8,0.9139
1.116E-8,0.9153
1.117E-8,0.9181
1.118E-8,0.9212
1.118E-8,0.9213
1.118E-8,0.9214
1.118E-8,0.9218
1.118E-8,0.9225
1.119E-8,0.9240
1.12E-8,0.9269
1.122E-8,0.9326
1.125E-8,0.9401
1.129E-8,0.9475
1.129E-8,0.9476
1.129E-8,0.9476
1.129E-8,0.9477
1.129E-8,0.9479
1.129E-8,0.9482
1.129E-8,0.9488
1.129E-8,0.9494
1.130E-8,0.9507
1.131E-8,0.9532
1.132E-8,0.9560
1.132E-8,0.9561
1.132E-8,0.9563
1.132E-8,0.9566
1.133E-8,0.9573
1.133E-8,0.9586
1.134E-8,0.9613
1.137E-8,0.9665
1.140E-8,0.9733
1.143E-8,0.9800
1.143E-8,0.9800
1.143E-8,0.9801
1.143E-8,0.9802
1.143E-8,0.9803
1.143E-8,0.9806
1.143E-8,0.9811
1.144E-8,0.9817
1.144E-8,0.9828
1.145E-8,0.9851
1.146E-8,0.9877
1.146E-8,0.9877
1.147E-8,0.9879
1.147E-8,0.9882
1.147E-8,0.9888
1.148E-8,0.9900
1.149E-8,0.9923
1.151E-8,0.9970
1.154E-8,1.003
1.157E-8,1.009
1.157E-8,1.009
1.157E-8,1.009
1.157E-8,1.009
1.157E-8,1.009
1.157E-8,1.010
1.158E-8,1.010
1.158E-8,1.011
1.158E-8,1.012
1.16E-8,1.014
1.161E-8,1.016
1.161E-8,1.016
1.161E-8,1.016
1.161E-8,1.016
1.161E-8,1.017
1.162E-8,1.018
1.163E-8,1.020
1.165E-8,1.024
1.168E-8,1.029
1.171E-8,1.034
1.171E-8,1.034
1.171E-8,1.034
1.171E-8,1.034
1.172E-8,1.035
1.172E-8,1.035
1.172E-8,1.035
1.172E-8,1.036
1.173E-8,1.036
1.174E-8,1.038
1.175E-8,1.040
1.175E-8,1.040
1.175E-8,1.040
1.175E-8,1.041
1.176E-8,1.041
1.176E-8,1.042
1.177E-8,1.044
1.18E-8,1.047
1.183E-8,1.051
1.186E-8,1.056
1.186E-8,1.056
1.186E-8,1.056
1.186E-8,1.056
1.186E-8,1.056
1.186E-8,1.056
1.186E-8,1.056
1.186E-8,1.057
1.187E-8,1.058
1.188E-8,1.059
1.189E-8,1.061
1.189E-8,1.061
1.189E-8,1.061
1.19E-8,1.061
1.19E-8,1.061
1.19E-8,1.062
1.192E-8,1.063
1.194E-8,1.066
1.197E-8,1.070
1.2E-8,1.073
1.2E-8,1.073
1.2E-8,1.073
1.2E-8,1.073
1.2E-8,1.073
1.2E-8,1.073
1.201E-8,1.074
1.201E-8,1.074
1.201E-8,1.074
1.202E-8,1.076
1.204E-8,1.077
1.204E-8,1.077
1.204E-8,1.077
1.204E-8,1.077
1.204E-8,1.077
1.205E-8,1.078
1.206E-8,1.079
1.208E-8,1.081
1.211E-8,1.084
1.214E-8,1.086
1.214E-8,1.086
1.214E-8,1.086
1.214E-8,1.086
1.214E-8,1.086
1.215E-8,1.086
1.215E-8,1.087
1.215E-8,1.087
1.216E-8,1.087
1.217E-8,1.088
1.218E-8,1.089
1.218E-8,1.089
1.218E-8,1.089
1.218E-8,1.089
1.218E-8,1.089
1.219E-8,1.090
1.22E-8,1.090
1.222E-8,1.092
1.225E-8,1.093
1.229E-8,1.095
1.229E-8,1.095
1.229E-8,1.095
1.229E-8,1.095
1.229E-8,1.095
1.229E-8,1.095
1.229E-8,1.095
1.229E-8,1.095
1.23E-8,1.096
1.231E-8,1.096
1.232E-8,1.097
1.232E-8,1.097
1.232E-8,1.097
1.232E-8,1.097
1.233E-8,1.097
1.233E-8,1.097
1.234E-8,1.097
1.237E-8,1.098
1.24E-8,1.099
1.243E-8,1.099
1.243E-8,1.099
1.243E-8,1.099
1.243E-8,1.099
1.243E-8,1.099
1.243E-8,1.099
1.243E-8,1.100
1.244E-8,1.100
1.244E-8,1.100
1.245E-8,1.100
1.246E-8,1.100
1.246E-8,1.100
1.247E-8,1.100
1.247E-8,1.100
1.247E-8,1.100
1.248E-8,1.100
1.249E-8,1.100
1.251E-8,1.100
1.254E-8,1.100
1.257E-8,1.099
1.257E-8,1.099
1.257E-8,1.099
1.257E-8,1.099
1.257E-8,1.099
1.257E-8,1.099
1.258E-8,1.099
1.258E-8,1.099
1.259E-8,1.099
1.261E-8,1.099
1.261E-8,1.099
1.261E-8,1.099
1.261E-8,1.099
1.261E-8,1.099
1.262E-8,1.098
1.263E-8,1.098
1.265E-8,1.097
1.268E-8,1.096
1.271E-8,1.095
1.271E-8,1.095
1.271E-8,1.095
1.271E-8,1.095
1.272E-8,1.095
1.272E-8,1.095
1.272E-8,1.095
1.272E-8,1.095
1.273E-8,1.094
1.274E-8,1.094
1.275E-8,1.093
1.275E-8,1.093
1.275E-8,1.093
1.275E-8,1.093
1.276E-8,1.093
1.276E-8,1.093
1.277E-8,1.092
1.28E-8,1.091
1.283E-8,1.088
1.286E-8,1.086
1.286E-8,1.086
1.286E-8,1.086
1.286E-8,1.086
1.286E-8,1.086
1.286E-8,1.086
1.286E-8,1.086
1.286E-8,1.086
1.287E-8,1.085
1.288E-8,1.084
1.289E-8,1.083
1.289E-8,1.083
1.289E-8,1.083
1.29E-8,1.083
1.29E-8,1.083
1.29E-8,1.082
1.292E-8,1.081
1.294E-8,1.079
1.297E-8,1.076
1.3E-8,1.073
1.3E-8,1.073
1.3E-8,1.073
1.3E-8,1.073
1.3E-8,1.073
1.3E-8,1.073
1.301E-8,1.073
1.301E-8,1.072
1.301E-8,1.072
1.302E-8,1.070
1.304E-8,1.069
1.304E-8,1.069
1.304E-8,1.069
1.304E-8,1.069
1.304E-8,1.068
1.305E-8,1.068
1.306E-8,1.066
1.308E-8,1.064
1.311E-8,1.060
1.314E-8,1.056
1.314E-8,1.056
1.314E-8,1.056
1.314E-8,1.056
1.314E-8,1.056
1.315E-8,1.055
1.315E-8,1.055
1.315E-8,1.055
1.316E-8,1.054
1.317E-8,1.052
1.318E-8,1.051
1.318E-8,1.051
1.318E-8,1.051
1.318E-8,1.050
1.318E-8,1.050
1.319E-8,1.049
1.32E-8,1.047
1.322E-8,1.044
1.325E-8,1.039
1.329E-8,1.034
1.329E-8,1.034
1.329E-8,1.034
1.329E-8,1.034
1.329E-8,1.034
1.329E-8,1.034
1.329E-8,1.033
1.329E-8,1.033
1.33E-8,1.032
1.331E-8,1.030
1.332E-8,1.028
1.332E-8,1.028
1.332E-8,1.028
1.332E-8,1.028
1.333E-8,1.027
1.333E-8,1.026
1.334E-8,1.024
1.337E-8,1.020
1.34E-8,1.015
1.343E-8,1.009
1.343E-8,1.009
1.343E-8,1.009
1.343E-8,1.009
1.343E-8,1.009
1.343E-8,1.008
1.343E-8,1.008
1.344E-8,1.008
1.344E-8,1.006
1.345E-8,1.004
1.346E-8,1.002
1.346E-8,1.002
1.347E-8,1.002
1.347E-8,1.002
1.347E-8,1.001
1.348E-8,0.9998
1.349E-8,0.9976
1.351E-8,0.9929
1.354E-8,0.9865
1.357E-8,0.9800
1.357E-8,0.9800
1.357E-8,0.9799
1.357E-8,0.9799
1.357E-8,0.9797
1.357E-8,0.9794
1.358E-8,0.9789
1.358E-8,0.9783
1.358E-8,0.9771
1.36E-8,0.9748
1.361E-8,0.9721
1.361E-8,0.9720
1.361E-8,0.9719
1.361E-8,0.9716
1.361E-8,0.9709
1.362E-8,0.9697
1.363E-8,0.9671
1.365E-8,0.9619
1.368E-8,0.9548
1.371E-8,0.9475
1.371E-8,0.9475
1.371E-8,0.9475
1.371E-8,0.9474
1.372E-8,0.9472
1.372E-8,0.9469
1.372E-8,0.9463
1.372E-8,0.9457
1.373E-8,0.9444
1.374E-8,0.9418
1.375E-8,0.9388
1.375E-8,0.9387
1.375E-8,0.9386
1.375E-8,0.9382
1.376E-8,0.9375
1.376E-8,0.9361
1.377E-8,0.9333
1.380E-8,0.9276
1.383E-8,0.9198
1.386E-8,0.9119
1.386E-8,0.9118
1.386E-8,0.9118
1.386E-8,0.9117
1.386E-8,0.9115
1.386E-8,0.9111
1.386E-8,0.9105
1.386E-8,0.9098
1.387E-8,0.9084
1.388E-8,0.9056
1.389E-8,0.9024
1.389E-8,0.9023
1.389E-8,0.9021
1.390E-8,0.9017
1.390E-8,0.9010
1.390E-8,0.8994
1.392E-8,0.8964
1.394E-8,0.8902
1.397E-8,0.8818
1.400E-8,0.8733
1.400E-8,0.8732
1.400E-8,0.8732
1.400E-8,0.8731
1.400E-8,0.8729
1.400E-8,0.8725
1.401E-8,0.8718
1.401E-8,0.8711
1.401E-8,0.8696
1.402E-8,0.8666
1.404E-8,0.8631
1.404E-8,0.8630
1.404E-8,0.8628
1.404E-8,0.8624
1.404E-8,0.8616
1.405E-8,0.8600
1.406E-8,0.8567
1.408E-8,0.8501
1.411E-8,0.8412
1.414E-8,0.8321
1.414E-8,0.8320
1.414E-8,0.8320
1.414E-8,0.8319
1.414E-8,0.8317
1.415E-8,0.8312
1.415E-8,0.8306
1.415E-8,0.8298
1.416E-8,0.8282
1.417E-8,0.8250
1.418E-8,0.8213
1.418E-8,0.8212
1.418E-8,0.8210
1.418E-8,0.8206
1.418E-8,0.8197
1.419E-8,0.8180
1.42E-8,0.8145
1.422E-8,0.8076
1.425E-8,0.7982
1.429E-8,0.7886
1.429E-8,0.7886
1.429E-8,0.7885
1.429E-8,0.7884
1.429E-8,0.7882
1.429E-8,0.7877
1.429E-8,0.7870
1.429E-8,0.7862
1.43E-8,0.7845
1.431E-8,0.7812
1.432E-8,0.7773
1.432E-8,0.7772
1.432E-8,0.7770
1.432E-8,0.7766
1.433E-8,0.7757
1.433E-8,0.7739
1.434E-8,0.7702
1.437E-8,0.7630
1.44E-8,0.7532
1.443E-8,0.7433
1.443E-8,0.7432
1.443E-8,0.7431
1.443E-8,0.7430
1.443E-8,0.7428
1.443E-8,0.7423
1.443E-8,0.7416
1.444E-8,0.7407
1.444E-8,0.7390
1.445E-8,0.7355
1.446E-8,0.7315
1.446E-8,0.7314
1.447E-8,0.7312
1.447E-8,0.7307
1.447E-8,0.7298
1.448E-8,0.7279
1.449E-8,0.7242
1.451E-8,0.7167
1.454E-8,0.7065
1.457E-8,0.6963
1.457E-8,0.6963
1.457E-8,0.6962
1.457E-8,0.6961
1.457E-8,0.6958
1.457E-8,0.6954
1.458E-8,0.6946
1.458E-8,0.6937
1.458E-8,0.6919
1.46E-8,0.6883
1.461E-8,0.6843
1.461E-8,0.6841
1.461E-8,0.6839
1.461E-8,0.6834
1.461E-8,0.6825
1.462E-8,0.6806
1.463E-8,0.6767
1.465E-8,0.6690
1.468E-8,0.6586
1.471E-8,0.6482
1.471E-8,0.6481
1.471E-8,0.6481
1.471E-8,0.6480
1.472E-8,0.6477
1.472E-8,0.6472
1.472E-8,0.6464
1.472E-8,0.6455
1.473E-8,0.6437
1.474E-8,0.6401
1.475E-8,0.6359
1.475E-8,0.6358
1.475E-8,0.6356
1.475E-8,0.6351
1.476E-8,0.6341
1.476E-8,0.6321
1.477E-8,0.6282
1.48E-8,0.6204
1.483E-8,0.6099
1.486E-8,0.5993
1.486E-8,0.5992
1.486E-8,0.5992
1.486E-8,0.5991
1.486E-8,0.5988
1.486E-8,0.5983
1.486E-8,0.5975
1.486E-8,0.5966
1.487E-8,0.5948
1.488E-8,0.5911
1.489E-8,0.5869
1.489E-8,0.5868
1.489E-8,0.5865
1.49E-8,0.5860
1.49E-8,0.5850
1.49E-8,0.5831
1.492E-8,0.5791
1.494E-8,0.5712
1.497E-8,0.5606
1.5E-8,0.5500
1.5E-8,0.5499
1.5E-8,0.5499
1.5E-8,0.5498
1.5E-8,0.5495
1.5E-8,0.5490
1.501E-8,0.5482
1.501E-8,0.5473
1.501E-8,0.5454
1.502E-8,0.5417
1.504E-8,0.5375
1.504E-8,0.5374
1.504E-8,0.5372
1.504E-8,0.5367
1.504E-8,0.5357
1.505E-8,0.5337
1.506E-8,0.5298
1.508E-8,0.5219
1.511E-8,0.5113
1.514E-8,0.5007
1.514E-8,0.5006
1.514E-8,0.5006
1.514E-8,0.5005
1.514E-8,0.5002
1.515E-8,0.4997
1.515E-8,0.4989
1.515E-8,0.4980
1.516E-8,0.4962
1.517E-8,0.4925
1.518E-8,0.4883
1.518E-8,0.4882
1.518E-8,0.4879
1.518E-8,0.4874
1.518E-8,0.4865
1.519E-8,0.4845
1.52E-8,0.4806
1.522E-8,0.4727
1.526E-8,0.4623
1.529E-8,0.4518
1.529E-8,0.4517
1.529E-8,0.4517
1.529E-8,0.4516
1.529E-8,0.4513
1.529E-8,0.4508
1.529E-8,0.4500
1.529E-8,0.4491
1.53E-8,0.4473
1.531E-8,0.4437
1.532E-8,0.4396
1.532E-8,0.4394
1.532E-8,0.4392
1.532E-8,0.4387
1.533E-8,0.4377
1.533E-8,0.4358
1.534E-8,0.4319
1.537E-8,0.4242
1.54E-8,0.4139
1.543E-8,0.4037
1.543E-8,0.4036
1.543E-8,0.4036
1.543E-8,0.4034
1.543E-8,0.4032
1.543E-8,0.4027
1.543E-8,0.4020
1.544E-8,0.4011
1.544E-8,0.3993
1.545E-8,0.3957
1.546E-8,0.3917
1.547E-8,0.3916
1.547E-8,0.3913
1.547E-8,0.3909
1.547E-8,0.3899
1.548E-8,0.3880
1.549E-8,0.3843
1.551E-8,0.3768
1.554E-8,0.3667
1.557E-8,0.3567
1.557E-8,0.3567
1.557E-8,0.3566
1.557E-8,0.3565
1.557E-8,0.3563
1.557E-8,0.3558
1.558E-8,0.3551
1.558E-8,0.3542
1.558E-8,0.3525
1.56E-8,0.3490
1.561E-8,0.3451
1.561E-8,0.3450
1.561E-8,0.3448
1.561E-8,0.3443
1.561E-8,0.3434
1.562E-8,0.3416
1.563E-8,0.3379
1.565E-8,0.3307
1.568E-8,0.3210
1.571E-8,0.3114
1.571E-8,0.3113
1.571E-8,0.3113
1.571E-8,0.3111
1.572E-8,0.3109
1.572E-8,0.3105
1.572E-8,0.3098
1.572E-8,0.3089
1.573E-8,0.3073
1.574E-8,0.3039
1.575E-8,0.3002
1.575E-8,0.3001
1.575E-8,0.2999
1.575E-8,0.2994
1.576E-8,0.2985
1.576E-8,0.2968
1.577E-8,0.2933
1.58E-8,0.2863
1.583E-8,0.2771
1.586E-8,0.2679
1.586E-8,0.2679
1.586E-8,0.2678
1.586E-8,0.2677
1.586E-8,0.2675
1.586E-8,0.2671
1.586E-8,0.2664
1.586E-8,0.2656
1.587E-8,0.2640
1.588E-8,0.2608
1.589E-8,0.2573
1.589E-8,0.2572
1.589E-8,0.2570
1.59E-8,0.2565
1.59E-8,0.2557
1.59E-8,0.2540
1.592E-8,0.2507
1.594E-8,0.2441
1.597E-8,0.2354
1.6E-8,0.2267
1.6E-8,0.2267
1.6E-8,0.2266
1.6E-8,0.2265
1.6E-8,0.2263
1.6E-8,0.2259
1.601E-8,0.2253
1.601E-8,0.2245
1.601E-8,0.2230
1.602E-8,0.2201
1.604E-8,0.2167
1.604E-8,0.2166
1.604E-8,0.2164
1.604E-8,0.2160
1.604E-8,0.2152
1.605E-8,0.2137
1.606E-8,0.2106
1.608E-8,0.2044
1.611E-8,0.1962
1.614E-8,0.1881
1.614E-8,0.1881
1.614E-8,0.1880
1.614E-8,0.1879
1.614E-8,0.1878
1.615E-8,0.1874
1.615E-8,0.1868
1.615E-8,0.1861
1.616E-8,0.1847
1.617E-8,0.1819
1.618E-8,0.1788
1.618E-8,0.1787
1.618E-8,0.1786
1.618E-8,0.1782
1.618E-8,0.1775
1.619E-8,0.1760
1.62E-8,0.1731
1.622E-8,0.1674
1.626E-8,0.1599
1.629E-8,0.1525
1.629E-8,0.1524
1.629E-8,0.1524
1.629E-8,0.1523
1.629E-8,0.1521
1.629E-8,0.1518
1.629E-8,0.1512
1.629E-8,0.1506
1.630E-8,0.1493
1.631E-8,0.1468
1.632E-8,0.1440
1.632E-8,0.1439
1.632E-8,0.1437
1.632E-8,0.1434
1.633E-8,0.1427
1.633E-8,0.1414
1.634E-8,0.1387
1.637E-8,0.1335
1.640E-8,0.1267
1.643E-8,0.1200
1.643E-8,0.1200
1.643E-8,0.1199
1.643E-8,0.1198
1.643E-8,0.1197
1.643E-8,0.1194
1.643E-8,0.1189
1.644E-8,0.1183
1.644E-8,0.1172
1.645E-8,0.1149
1.646E-8,0.1123
1.646E-8,0.1123
1.647E-8,0.1121
1.647E-8,0.1118
1.647E-8,0.1112
1.648E-8,0.1100
1.649E-8,0.1077
1.651E-8,0.1030
1.654E-8,0.09692
1.657E-8,0.09098
1.657E-8,0.09095
1.657E-8,0.09092
1.657E-8,0.09085
1.657E-8,0.09071
1.657E-8,0.09044
1.658E-8,0.09000
1.658E-8,0.08949
1.658E-8,0.08848
1.660E-8,0.08648
1.661E-8,0.08424
1.661E-8,0.08417
1.661E-8,0.08404
1.661E-8,0.08378
1.661E-8,0.08325
1.662E-8,0.08221
1.663E-8,0.08015
1.665E-8,0.07609
1.668E-8,0.07079
1.671E-8,0.06567
1.671E-8,0.06564
1.671E-8,0.06561
1.671E-8,0.06556
1.672E-8,0.06544
1.672E-8,0.06521
1.672E-8,0.06483
1.672E-8,0.06439
1.673E-8,0.06353
1.674E-8,0.06181
1.675E-8,0.05989
1.675E-8,0.05983
1.675E-8,0.05972
1.675E-8,0.05950
1.676E-8,0.05905
1.676E-8,0.05817
1.677E-8,0.05641
1.68E-8,0.05298
1.683E-8,0.04853
1.686E-8,0.04426
1.686E-8,0.04424
1.686E-8,0.04421
1.686E-8,0.04416
1.686E-8,0.04407
1.686E-8,0.04387
1.686E-8,0.04356
1.686E-8,0.04320
1.687E-8,0.04248
1.688E-8,0.04107
1.689E-8,0.03949
1.689E-8,0.03944
1.689E-8,0.03935
1.69E-8,0.03917
1.69E-8,0.03880
1.69E-8,0.03808
1.692E-8,0.03665
1.694E-8,0.03387
1.697E-8,0.03030
1.7E-8,0.02692
1.7E-8,0.02690
1.7E-8,0.02688
1.7E-8,0.02684
1.7E-8,0.02677
1.7E-8,0.02661
1.701E-8,0.02637
1.701E-8,0.02609
1.701E-8,0.02553
1.702E-8,0.02442
1.704E-8,0.02320
1.704E-8,0.02317
1.704E-8,0.02310
1.704E-8,0.02295
1.704E-8,0.02267
1.705E-8,0.02211
1.706E-8,0.02102
1.708E-8,0.01891
1.711E-8,0.01625
1.714E-8,0.01379
1.714E-8,0.01378
1.714E-8,0.01376
1.714E-8,0.01373
1.714E-8,0.01368
1.715E-8,0.01357
1.715E-8,0.01339
1.715E-8,0.01319
1.716E-8,0.01279
1.717E-8,0.01201
1.718E-8,0.01115
1.718E-8,0.01113
1.718E-8,0.01108
1.718E-8,0.01098
1.718E-8,0.01079
1.719E-8,0.01040
1.72E-8,9.65E-3
1.722E-8,8.232E-3
1.726E-8,6.504E-3
1.729E-8,4.978E-3
1.729E-8,4.969E-3
1.729E-8,4.961E-3
1.729E-8,4.945E-3
1.729E-8,4.912E-3
1.729E-8,4.846E-3
1.729E-8,4.74E-3
1.729E-8,4.62E-3
1.73E-8,4.383E-3
1.731E-8,3.929E-3
1.732E-8,3.444E-3
1.732E-8,3.431E-3
1.732E-8,3.403E-3
1.732E-8,3.349E-3
1.733E-8,3.241E-3
1.733E-8,3.030E-3
1.734E-8,2.63E-3
1.737E-8,1.915E-3
1.74E-8,1.132E-3
1.743E-8,5.538E-4
1.743E-8,5.51E-4
1.743E-8,5.483E-4
1.743E-8,5.428E-4
1.743E-8,5.319E-4
1.743E-8,5.104E-4
1.743E-8,4.764E-4
1.744E-8,4.387E-4
1.744E-8,3.679E-4
1.745E-8,2.449E-4
1.746E-8,1.357E-4
1.747E-8,1.33E-4
1.747E-8,1.276E-4
1.747E-8,1.172E-4
1.747E-8,9.771E-5
1.748E-8,6.403E-5
1.749E-8,1.795E-5
1.751E-8,1.086E-5
1.754E-8,1.8E-4
1.757E-8,5.538E-4
1.757E-8,5.566E-4
1.757E-8,5.594E-4
1.757E-8,5.649E-4
1.757E-8,5.762E-4
1.757E-8,5.99E-4
1.758E-8,6.459E-4
1.758E-8,7.452E-4
