"time (s)","(v "/in" ?resultsDir "/nfs/ug/homes-5/l/lizongh2/cmos65nm/simulation/a6_1/spectre/schematic" ?result "tran-tran") (V)"
3.647E-8,0.1121
3.647E-8,0.1118
3.647E-8,0.1112
3.648E-8,0.1100
3.649E-8,0.1077
3.651E-8,0.1030
3.654E-8,0.09692
3.657E-8,0.09098
3.657E-8,0.09095
3.657E-8,0.09092
3.657E-8,0.09085
3.657E-8,0.09071
3.657E-8,0.09044
3.658E-8,0.09000
3.658E-8,0.08949
3.658E-8,0.08848
3.66E-8,0.08648
3.661E-8,0.08424
3.661E-8,0.08417
3.661E-8,0.08404
3.661E-8,0.08378
3.661E-8,0.08325
3.662E-8,0.08221
3.663E-8,0.08015
3.665E-8,0.07609
3.668E-8,0.07079
3.671E-8,0.06567
3.671E-8,0.06564
3.671E-8,0.06561
3.671E-8,0.06556
3.672E-8,0.06544
3.672E-8,0.06521
3.672E-8,0.06483
3.672E-8,0.06439
3.673E-8,0.06353
3.674E-8,0.06181
3.675E-8,0.05989
3.675E-8,0.05983
3.675E-8,0.05972
3.675E-8,0.05950
3.676E-8,0.05905
3.676E-8,0.05817
3.677E-8,0.05641
3.68E-8,0.05298
3.683E-8,0.04853
3.686E-8,0.04426
3.686E-8,0.04424
3.686E-8,0.04421
3.686E-8,0.04416
3.686E-8,0.04407
3.686E-8,0.04387
3.686E-8,0.04356
3.686E-8,0.04320
3.687E-8,0.04248
3.688E-8,0.04107
3.689E-8,0.03949
3.689E-8,0.03944
3.689E-8,0.03935
3.69E-8,0.03917
3.69E-8,0.03880
3.69E-8,0.03808
3.692E-8,0.03665
3.694E-8,0.03387
3.697E-8,0.03030
3.7E-8,0.02692
3.7E-8,0.02690
3.7E-8,0.02688
3.7E-8,0.02684
3.7E-8,0.02677
3.7E-8,0.02661
3.701E-8,0.02637
3.701E-8,0.02609
3.701E-8,0.02553
3.702E-8,0.02442
3.704E-8,0.02320
3.704E-8,0.02317
3.704E-8,0.02310
3.704E-8,0.02295
3.704E-8,0.02267
3.705E-8,0.02211
3.706E-8,0.02102
3.708E-8,0.01891
3.711E-8,0.01625
3.714E-8,0.01379
3.714E-8,0.01378
3.714E-8,0.01376
3.714E-8,0.01373
3.714E-8,0.01368
3.715E-8,0.01357
3.715E-8,0.01339
3.715E-8,0.01319
3.716E-8,0.01279
3.717E-8,0.01201
3.718E-8,0.01115
3.718E-8,0.01113
3.718E-8,0.01108
3.718E-8,0.01098
3.718E-8,0.01079
3.719E-8,0.01040
3.72E-8,9.65E-3
3.722E-8,8.232E-3
3.725E-8,6.504E-3
3.729E-8,4.978E-3
3.729E-8,4.969E-3
3.729E-8,4.961E-3
3.729E-8,4.945E-3
3.729E-8,4.912E-3
3.729E-8,4.846E-3
3.729E-8,4.74E-3
3.729E-8,4.62E-3
3.73E-8,4.383E-3
3.731E-8,3.929E-3
3.732E-8,3.444E-3
3.732E-8,3.431E-3
3.732E-8,3.403E-3
3.732E-8,3.349E-3
3.733E-8,3.241E-3
3.733E-8,3.030E-3
3.734E-8,2.63E-3
3.737E-8,1.915E-3
3.74E-8,1.132E-3
3.743E-8,5.538E-4
3.743E-8,5.51E-4
3.743E-8,5.483E-4
3.743E-8,5.428E-4
3.743E-8,5.319E-4
3.743E-8,5.104E-4
3.743E-8,4.764E-4
3.744E-8,4.387E-4
3.744E-8,3.679E-4
3.745E-8,2.449E-4
3.746E-8,1.357E-4
3.747E-8,1.33E-4
3.747E-8,1.276E-4
3.747E-8,1.172E-4
3.747E-8,9.771E-5
3.748E-8,6.403E-5
3.749E-8,1.795E-5
3.751E-8,1.086E-5
3.754E-8,1.8E-4
3.757E-8,5.538E-4
3.757E-8,5.566E-4
3.757E-8,5.594E-4
3.757E-8,5.649E-4
3.757E-8,5.762E-4
3.757E-8,5.99E-4
3.758E-8,6.459E-4
3.758E-8,7.452E-4
3.759E-8,9.648E-4
3.761E-8,1.254E-3
3.761E-8,1.262E-3
3.761E-8,1.279E-3
3.761E-8,1.313E-3
3.761E-8,1.382E-3
3.762E-8,1.526E-3
3.763E-8,1.834E-3
3.765E-8,2.535E-3
3.768E-8,3.654E-3
3.771E-8,4.978E-3
3.771E-8,4.986E-3
3.771E-8,4.994E-3
3.771E-8,5.011E-3
3.772E-8,5.044E-3
3.772E-8,5.111E-3
3.772E-8,5.221E-3
3.772E-8,5.349E-3
3.773E-8,5.609E-3
3.774E-8,6.149E-3
3.775E-8,6.791E-3
3.775E-8,6.810E-3
3.775E-8,6.849E-3
3.775E-8,6.927E-3
3.776E-8,7.084E-3
3.776E-8,7.403E-3
3.777E-8,8.063E-3
3.780E-8,9.466E-3
3.783E-8,0.01153
3.786E-8,0.01379
3.786E-8,0.01380
3.786E-8,0.01382
3.786E-8,0.01384
3.786E-8,0.01390
3.786E-8,0.01401
3.786E-8,0.01419
3.786E-8,0.01440
3.787E-8,0.01482
3.788E-8,0.01569
3.789E-8,0.01670
3.789E-8,0.01673
3.789E-8,0.01679
3.79E-8,0.01691
3.79E-8,0.01716
3.79E-8,0.01765
3.792E-8,0.01866
3.794E-8,0.02075
3.797E-8,0.02374
3.800E-8,0.02692
3.800E-8,0.02694
3.800E-8,0.02696
3.800E-8,0.02700
3.800E-8,0.02707
3.800E-8,0.02722
3.801E-8,0.02747
3.801E-8,0.02776
3.801E-8,0.02835
3.802E-8,0.02953
3.804E-8,0.03090
3.804E-8,0.03095
3.804E-8,0.03103
3.804E-8,0.03119
3.804E-8,0.03152
3.805E-8,0.03218
3.806E-8,0.03353
3.808E-8,0.03630
3.811E-8,0.04018
3.814E-8,0.04426
3.814E-8,0.04428
3.814E-8,0.04431
3.814E-8,0.04436
3.814E-8,0.04445
3.815E-8,0.04465
3.815E-8,0.04497
3.815E-8,0.04533
3.816E-8,0.04607
3.817E-8,0.04757
3.818E-8,0.04929
3.818E-8,0.04934
3.818E-8,0.04944
3.818E-8,0.04965
3.818E-8,0.05006
3.819E-8,0.05088
3.820E-8,0.05256
3.822E-8,0.05598
3.825E-8,0.06073
3.829E-8,0.06567
3.829E-8,0.06570
3.829E-8,0.06573
3.829E-8,0.06579
3.829E-8,0.06591
3.829E-8,0.06614
3.829E-8,0.06652
3.829E-8,0.06697
3.83E-8,0.06785
3.831E-8,0.06965
3.832E-8,0.07170
3.832E-8,0.07176
3.832E-8,0.07189
3.832E-8,0.07213
3.833E-8,0.07262
3.833E-8,0.07360
3.834E-8,0.07559
3.837E-8,0.07963
3.84E-8,0.08522
3.843E-8,0.09098
3.843E-8,0.09102
3.843E-8,0.09105
3.843E-8,0.09112
3.843E-8,0.09126
3.843E-8,0.09153
3.843E-8,0.09197
3.844E-8,0.09249
3.844E-8,0.09352
3.845E-8,0.09559
3.846E-8,0.09797
3.846E-8,0.09804
3.847E-8,0.09818
3.847E-8,0.09846
3.847E-8,0.09903
3.848E-8,0.1002
3.849E-8,0.1024
3.851E-8,0.1071
3.854E-8,0.1135
3.857E-8,0.1200
3.857E-8,0.1200
3.857E-8,0.1201
3.857E-8,0.1201
3.857E-8,0.1203
3.857E-8,0.1206
3.858E-8,0.1211
3.858E-8,0.1217
3.858E-8,0.1229
3.86E-8,0.1252
3.861E-8,0.1279
3.861E-8,0.1280
3.861E-8,0.1281
3.861E-8,0.1284
3.861E-8,0.1291
3.862E-8,0.1303
3.863E-8,0.1329
3.865E-8,0.1381
3.868E-8,0.1452
3.871E-8,0.1525
3.871E-8,0.1525
3.871E-8,0.1525
3.871E-8,0.1526
3.872E-8,0.1528
3.872E-8,0.1531
3.872E-8,0.1537
3.872E-8,0.1543
3.873E-8,0.1556
3.874E-8,0.1582
3.875E-8,0.1612
3.875E-8,0.1613
3.875E-8,0.1614
3.875E-8,0.1618
3.876E-8,0.1625
3.876E-8,0.1639
3.877E-8,0.1667
3.88E-8,0.1724
3.883E-8,0.1802
3.886E-8,0.1881
3.886E-8,0.1882
3.886E-8,0.1882
3.886E-8,0.1883
3.886E-8,0.1885
3.886E-8,0.1889
3.886E-8,0.1895
3.886E-8,0.1902
3.887E-8,0.1916
3.888E-8,0.1944
3.889E-8,0.1976
3.889E-8,0.1977
3.889E-8,0.1979
3.89E-8,0.1983
3.89E-8,0.1990
3.89E-8,0.2006
3.892E-8,0.2036
3.894E-8,0.2098
3.897E-8,0.2182
3.9E-8,0.2267
3.9E-8,0.2268
3.9E-8,0.2268
3.9E-8,0.2269
3.9E-8,0.2271
3.9E-8,0.2275
3.901E-8,0.2282
3.901E-8,0.2289
3.901E-8,0.2304
3.902E-8,0.2334
3.904E-8,0.2369
3.904E-8,0.2370
3.904E-8,0.2372
3.904E-8,0.2376
3.904E-8,0.2384
3.905E-8,0.2400
3.906E-8,0.2433
3.908E-8,0.2499
3.911E-8,0.2588
3.914E-8,0.2679
3.914E-8,0.2680
3.914E-8,0.2680
3.914E-8,0.2681
3.914E-8,0.2683
3.915E-8,0.2688
3.915E-8,0.2694
3.915E-8,0.2702
3.916E-8,0.2718
3.917E-8,0.2750
3.918E-8,0.2787
3.918E-8,0.2788
3.918E-8,0.2790
3.918E-8,0.2794
3.918E-8,0.2803
3.919E-8,0.2820
3.92E-8,0.2855
3.922E-8,0.2924
3.925E-8,0.3018
3.929E-8,0.3114
3.929E-8,0.3114
3.929E-8,0.3115
3.929E-8,0.3116
3.929E-8,0.3118
3.929E-8,0.3123
3.929E-8,0.3130
3.929E-8,0.3138
3.93E-8,0.3155
3.931E-8,0.3188
3.932E-8,0.3227
3.932E-8,0.3228
3.932E-8,0.3230
3.932E-8,0.3234
3.933E-8,0.3243
3.933E-8,0.3261
3.934E-8,0.3298
3.937E-8,0.3370
3.94E-8,0.3468
3.943E-8,0.3567
3.943E-8,0.3568
3.943E-8,0.3569
3.943E-8,0.3570
3.943E-8,0.3572
3.943E-8,0.3577
3.943E-8,0.3584
3.944E-8,0.3593
3.944E-8,0.3610
3.945E-8,0.3645
3.946E-8,0.3685
3.947E-8,0.3686
3.947E-8,0.3688
3.947E-8,0.3693
3.947E-8,0.3702
3.948E-8,0.3721
3.949E-8,0.3758
3.951E-8,0.3833
3.954E-8,0.3935
3.957E-8,0.4037
3.957E-8,0.4037
3.957E-8,0.4038
3.957E-8,0.4039
3.957E-8,0.4042
3.957E-8,0.4046
3.958E-8,0.4054
3.958E-8,0.4063
3.958E-8,0.4081
3.96E-8,0.4117
3.961E-8,0.4157
3.961E-8,0.4159
3.961E-8,0.4161
3.961E-8,0.4166
3.961E-8,0.4175
3.962E-8,0.4194
3.963E-8,0.4233
3.965E-8,0.4310
3.968E-8,0.4414
3.971E-8,0.4518
3.971E-8,0.4519
3.971E-8,0.4519
3.971E-8,0.4520
3.972E-8,0.4523
3.972E-8,0.4528
3.972E-8,0.4536
3.972E-8,0.4545
3.973E-8,0.4563
3.974E-8,0.4599
3.975E-8,0.4641
3.975E-8,0.4642
3.975E-8,0.4644
3.975E-8,0.4649
3.976E-8,0.4659
3.976E-8,0.4679
3.977E-8,0.4718
3.98E-8,0.4796
3.983E-8,0.4901
3.986E-8,0.5007
3.986E-8,0.5008
3.986E-8,0.5008
3.986E-8,0.5009
3.986E-8,0.5012
3.986E-8,0.5017
3.986E-8,0.5025
3.986E-8,0.5034
3.987E-8,0.5052
3.988E-8,0.5089
3.989E-8,0.5131
3.989E-8,0.5132
3.989E-8,0.5135
3.99E-8,0.5140
3.99E-8,0.5150
3.99E-8,0.5169
3.992E-8,0.5209
3.994E-8,0.5288
3.997E-8,0.5394
4.0E-8,0.5500
